task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_add_border_01,True,True,1.0000,10.13,add_border|add_border,scale,8x8,2,1,add_border,1.0000,True,scale,direct_add_border,10.096,0.000,0.000,1,0,single,
task_add_border_02,True,True,1.0000,3.66,add_border|add_border,scale,9x9,2,1,add_border,1.0000,True,scale,direct_add_border,3.654,0.002,0.000,1,0,single,
task_add_border_03,True,True,1.0000,7.42,add_border|add_border,color_change,8x8,2,1,add_border,1.0000,True,color_change,direct_add_border,7.413,0.000,0.000,1,0,single,
task_add_border_04,True,True,1.0000,4.47,add_border|add_border|add_border,rotate,7x8,3,1,add_border,1.0000,True,rotate,direct_add_border,4.465,0.000,0.000,1,0,single,
task_add_border_05,True,False,0.8400,2.86,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,2.852,0.000,0.000,1,0,single,
task_add_border_06,True,False,0.8125,2.65,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,2.642,0.000,0.000,1,0,single,
task_add_border_07,True,False,0.0000,18.21,,scale,10x10,1,1,,0.0000,False,scale,,18.207,0.001,0.000,1,0,single,
task_add_border_08,True,False,0.8400,2.78,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,2.776,0.000,0.000,1,0,single,
task_add_border_09,True,False,0.8750,2.25,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,2.238,0.001,0.000,1,0,single,
task_add_border_10,True,False,0.8400,2.74,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,2.732,0.001,0.000,1,0,single,
task_blob_01,True,True,1.0000,4.93,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,4.915,0.001,0.000,1,0,single,
task_blob_02,True,True,1.0000,3.40,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,True,reflect,direct_reflect,3.394,0.001,0.000,1,0,single,
task_blob_03,True,True,1.0000,3.46,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,True,rotate,direct_rotate,3.453,0.000,0.000,1,0,single,
task_blob_04,True,True,1.0000,5.75,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,5.741,0.000,0.000,1,0,single,
task_blob_05,True,True,1.0000,4.15,translation,translate,10x10,1,1,translation,1.0000,False,translate,,4.144,0.001,0.000,1,0,single,
task_blob_06,True,True,1.0000,2.78,composite|color_change|rotation,flood_fill,10x10,1,1,composite,1.0000,True,flood_fill,direct_composite,2.776,0.001,0.000,1,0,single,
task_blob_07,True,False,0.9500,5.08,rotation,rotate,10x10,1,1,rotation,1.0000,True,rotate,direct_rotate,5.069,0.001,0.001,1,0,single,
task_blob_08,True,False,0.8800,3.73,reflection,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,3.727,0.000,0.000,1,0,single,
task_blob_09,True,True,1.0000,3.22,reflection|rotation,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,3.210,0.000,0.000,1,0,single,
task_blob_10,True,True,1.0000,6.84,translation,translate,10x10,1,1,translation,1.0000,True,,no_llm_json,6.831,0.000,0.000,1,0,single,
task_color_change_01,True,True,1.0000,3.62,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,3.609,0.003,0.000,1,0,single,
task_color_change_02,True,False,0.0000,31.95,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,31.940,0.000,0.000,1,0,single,
task_color_change_03,True,True,1.0000,2.72,composite|color_change|rotation|composite|color_change|rotation,color_change,6x6,2,1,composite,1.0000,True,color_change,direct_composite,2.711,0.001,0.000,1,0,single,
task_color_change_04,True,True,1.0000,6.63,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.616,0.004,0.000,1,0,single,
task_color_change_05,True,False,0.8750,5.12,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.103,0.003,0.001,1,0,single,
task_color_change_06,True,True,1.0000,3.47,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,3.466,0.001,0.000,1,0,single,
task_color_change_07,True,False,0.9600,2.42,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,2.411,0.002,0.000,1,0,single,
task_color_change_08,True,False,0.9400,4.04,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,4.037,0.001,0.000,1,0,single,
task_color_change_09,True,False,0.9200,2.73,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,2.722,0.002,0.000,1,0,single,
task_color_change_10,True,True,1.0000,2.73,color_change,color_change,10x10,1,1,color_change,1.0000,False,color_change,,2.718,0.001,0.000,1,0,single,
task_composite_01,True,True,1.0000,4.29,composite|rotation|composite|rotation,translate,8x8,2,1,composite,1.0000,True,translate,direct_composite,4.281,0.003,0.000,1,0,single,
task_composite_02,True,True,1.0000,5.11,translation|translation,translate,8x8,2,1,translation,1.0000,False,translate,,5.101,0.001,0.000,1,0,single,
task_composite_03,True,True,1.0000,4.13,composite|rotation|composite|rotation,translate,7x7,2,1,composite,1.0000,True,translate,direct_composite,4.122,0.001,0.000,1,0,single,
task_composite_04,True,True,1.0000,5.84,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,5.830,0.001,0.001,1,0,single,
task_composite_05,True,False,0.9400,5.35,reflection,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,5.347,0.000,0.000,1,0,single,
task_composite_06,True,False,0.9800,2.51,translation|reflection|rotation,translation,10x10,1,1,translation,1.0000,True,translation,direct_translate,2.498,0.000,0.000,1,0,single,
task_composite_07,True,True,1.0000,93.09,composite|rotation,rotate,10x10,1,1,composite,1.0000,True,rotate,direct_composite,93.082,0.001,0.000,1,0,single,
task_composite_08,True,False,0.9800,18.49,translation|reflection|rotation,move_down,10x10,1,1,translation,1.0000,True,move_down,direct_translate,18.477,0.000,0.001,1,0,single,
task_composite_09,True,False,0.9600,5.30,translation|reflection|rotation,translation_detected,10x10,1,1,translation,1.0000,True,translation_detected,direct_translate,5.292,0.000,0.000,1,0,single,
task_composite_10,True,True,1.0000,4.37,composite,reflect,10x10,1,1,composite,1.0000,True,reflect,direct_composite,4.364,0.001,0.000,1,0,single,
task_draw_line_01,True,True,1.0000,3.72,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,3.715,0.000,0.000,1,0,single,
task_draw_line_02,True,True,1.0000,4.38,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,4.376,0.000,0.000,1,0,single,
task_draw_line_03,True,True,1.0000,5.03,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.022,0.000,0.000,1,0,single,
task_draw_line_04,True,True,1.0000,5.23,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.224,0.000,0.000,1,0,single,
task_draw_line_05,True,True,1.0000,6.54,draw_line|draw_line|draw_line,draw_line,10x10,3,1,draw_line,1.0000,False,draw_line,,6.531,0.000,0.000,1,0,single,
task_draw_line_06,True,False,0.9300,6.15,rotation,draw_line,10x10,1,1,rotation,1.0000,True,draw_line,direct_rotate,6.148,0.001,0.001,1,0,single,
task_draw_line_07,True,True,1.0000,39.78,draw_line,draw_line,10x10,1,1,draw_line,1.0000,False,draw_line,,39.768,0.000,0.008,1,0,single,
