task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_add_border_01,True,True,1.0000,13.67,add_border|add_border,add_border,8x8,2,1,add_border,1.0000,True,add_border,direct_add_border,13.435,0.000,0.001,1,0,single,
task_add_border_02,True,True,1.0000,5.71,add_border|add_border,scale,9x9,2,1,add_border,1.0000,True,scale,direct_add_border,5.703,0.000,0.000,1,0,single,
task_add_border_03,True,True,1.0000,5.26,add_border|add_border,color_change,8x8,2,1,add_border,1.0000,True,color_change,direct_add_border,5.245,0.001,0.000,1,0,single,
task_add_border_04,True,True,1.0000,6.11,add_border|add_border|add_border,scale,7x8,3,1,add_border,1.0000,True,scale,direct_add_border,6.101,0.001,0.000,1,0,single,
task_add_border_05,True,False,0.8400,3.98,rotation,reflect,10x10,1,1,rotation,1.0000,False,reflect,,3.969,0.001,0.002,1,0,single,
task_add_border_06,True,False,0.8125,3.19,rotation,reflect,8x8,1,1,rotation,1.0000,False,reflect,,3.186,0.000,0.000,1,0,single,
task_add_border_07,True,False,0.0000,6.15,,add_border,10x10,1,1,,0.0000,False,add_border,,6.138,0.002,0.000,1,0,single,
task_add_border_08,True,False,0.8400,3.97,rotation,reflect,10x10,1,1,rotation,1.0000,False,reflect,,3.967,0.001,0.000,1,0,single,
task_add_border_09,True,False,0.8750,3.40,rotation,reflect,8x8,1,1,rotation,1.0000,False,reflect,,3.395,0.000,0.000,1,0,single,
task_add_border_10,True,False,0.8400,3.96,rotation,reflect,10x10,1,1,rotation,1.0000,False,reflect,,3.955,0.000,0.001,1,0,single,
task_blob_01,True,True,1.0000,5.13,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,5.118,0.001,0.000,1,0,single,
task_blob_02,True,True,1.0000,5.07,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,False,reflect,,5.063,0.000,0.000,1,0,single,
task_blob_03,True,True,1.0000,5.07,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,False,rotate,,5.058,0.001,0.001,1,0,single,
task_blob_04,True,True,1.0000,6.58,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,6.574,0.001,0.000,1,0,single,
task_blob_05,True,True,1.0000,3.80,translation,translate,10x10,1,1,translation,1.0000,False,translate,,3.794,0.001,0.000,1,0,single,
task_blob_06,True,False,0.9300,3.90,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,3.883,0.003,0.000,1,0,single,
task_blob_07,True,False,0.9500,4.03,rotation,rotate,10x10,1,1,rotation,1.0000,False,rotate,,4.029,0.000,0.000,1,0,single,
task_blob_08,True,False,0.8800,4.01,reflection,reflect,10x10,1,1,reflection,1.0000,False,reflect,,4.002,0.000,0.001,1,0,single,
task_blob_09,True,True,1.0000,3.96,reflection|rotation,reflect,10x10,1,1,reflection,1.0000,False,reflect,,3.950,0.000,0.000,1,0,single,
task_blob_10,True,True,1.0000,3.80,translation,translate,10x10,1,1,translation,1.0000,False,translate,,3.795,0.001,0.000,1,0,single,
task_color_change_01,True,False,0.9375,5.14,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.135,0.002,0.001,1,0,single,
task_color_change_02,True,True,1.0000,5.26,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,5.246,0.001,0.000,1,0,single,
task_color_change_03,True,False,0.8333,4.14,composite|color_change|rotation|composite|color_change|rotation,color_change,6x6,2,1,composite,1.0000,True,color_change,direct_composite,4.139,0.001,0.000,1,0,single,
task_color_change_04,True,False,0.9219,5.32,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.313,0.001,0.000,1,0,single,
task_color_change_05,True,False,0.8125,5.17,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.166,0.001,0.000,1,0,single,
task_color_change_06,True,False,0.9375,5.17,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.160,0.002,0.000,1,0,single,
task_color_change_07,True,False,0.9200,3.90,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,3.898,0.001,0.000,1,0,single,
task_color_change_08,True,False,0.9100,3.90,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,3.892,0.002,0.001,1,0,single,
task_color_change_09,True,False,0.8600,4.04,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,4.032,0.002,0.000,1,0,single,
task_color_change_10,True,True,1.0000,3.90,color_change,color_change,10x10,1,1,color_change,1.0000,False,color_change,,3.893,0.000,0.000,1,0,single,
task_composite_01,True,True,1.0000,5.06,composite|rotation|composite|rotation,translate,8x8,2,1,composite,1.0000,True,translate,direct_composite,5.052,0.002,0.000,1,0,single,
task_composite_02,True,True,1.0000,5.05,translation|translation,translate,8x8,2,1,translation,1.0000,False,translate,,5.046,0.001,0.000,1,0,single,
task_composite_03,True,True,1.0000,4.38,composite|rotation|composite|rotation,translate,7x7,2,1,composite,1.0000,True,translate,direct_composite,4.367,0.002,0.000,1,0,single,
task_composite_04,True,True,1.0000,6.62,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,6.614,0.001,0.000,1,0,single,
task_composite_05,True,False,0.9400,4.02,reflection,reflect,10x10,1,1,reflection,1.0000,False,reflect,,4.014,0.000,0.000,1,0,single,
task_composite_06,True,False,0.9800,3.83,translation|reflection|rotation,translate,10x10,1,1,translation,1.0000,False,translate,,3.819,0.000,0.000,1,0,single,
task_composite_07,True,False,0.9600,5.94,composite|rotation,composite,10x10,1,1,composite,1.0000,True,composite,direct_composite,5.932,0.002,0.000,1,0,single,
task_composite_08,True,False,0.9800,3.88,translation|reflection|rotation,translate,10x10,1,1,translation,1.0000,False,translate,,3.874,0.000,0.001,1,0,single,
task_composite_09,True,False,0.9600,3.91,translation|reflection|rotation,translate,10x10,1,1,translation,1.0000,False,translate,,3.897,0.000,0.000,1,0,single,
task_composite_10,True,False,0.9600,6.27,composite,composite,10x10,1,1,composite,1.0000,True,composite,direct_composite,6.261,0.001,0.000,1,0,single,
task_draw_line_01,True,True,1.0000,5.14,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.132,0.000,0.001,1,0,single,
task_draw_line_02,True,True,1.0000,5.11,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.101,0.000,0.000,1,0,single,
task_draw_line_03,True,True,1.0000,5.68,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.676,0.000,0.000,1,0,single,
task_draw_line_04,True,True,1.0000,5.77,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.765,0.000,0.000,1,0,single,
task_draw_line_05,True,True,1.0000,9.38,draw_line|draw_line|draw_line,draw_line,10x10,3,1,draw_line,1.0000,False,draw_line,,9.376,0.000,0.000,1,0,single,
task_draw_line_06,True,False,0.9600,4.15,rotation,draw_line,10x10,1,1,rotation,1.0000,False,draw_line,,4.144,0.006,0.001,1,0,single,
task_draw_line_07,True,True,1.0000,3.87,draw_line,draw_line,10x10,1,1,draw_line,1.0000,False,draw_line,,3.864,0.000,0.001,1,0,single,
task_draw_line_08,True,True,1.0000,3.74,draw_line,draw_line,10x10,1,1,draw_line,1.0000,False,draw_line,,3.739,0.000,0.000,1,0,single,
task_draw_line_09,True,False,0.9600,4.15,draw_line,draw_line,10x10,1,1,draw_line,1.0000,False,draw_line,,4.149,0.000,0.000,1,0,single,
task_draw_line_10,True,True,1.0000,3.74,draw_line,draw_line,10x10,1,1,draw_line,1.0000,False,draw_line,,3.732,0.000,0.001,1,0,single,
task_flood_fill_01,True,True,1.0000,4.81,flood_fill|flood_fill,flood_fill,8x6,2,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,4.809,0.000,0.000,1,0,single,
task_flood_fill_02,True,True,1.0000,4.28,flood_fill|flood_fill,flood_fill,7x8,2,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,4.269,0.001,0.000,1,0,single,
task_flood_fill_03,True,True,1.0000,4.85,flood_fill|flood_fill,flood_fill,4x10,2,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,4.839,0.001,0.000,2,0,single,
task_flood_fill_04,True,True,1.0000,4.14,flood_fill|flood_fill,flood_fill,5x6,2,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,4.126,0.001,0.000,1,0,single,
task_flood_fill_05,True,True,1.0000,3.36,flood_fill,flood_fill,8x8,1,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,3.351,0.000,0.000,1,0,single,
task_flood_fill_06,True,True,1.0000,4.16,flood_fill,flood_fill,10x10,1,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,4.159,0.000,0.001,1,0,single,
task_flood_fill_07,True,False,0.9700,3.98,reflection,reflect,10x10,1,1,reflection,0.9500,False,reflect,,3.967,0.001,0.000,1,0,single,
task_flood_fill_08,True,True,1.0000,5.10,flood_fill,flood_fill,10x10,1,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,5.090,0.000,0.001,1,0,single,
task_flood_fill_09,True,True,1.0000,5.09,flood_fill,flood_fill,10x10,1,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,5.076,0.001,0.001,1,0,single,
task_flood_fill_10,True,True,1.0000,6.33,flood_fill,flood_fill,10x10,1,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,6.321,0.000,0.001,1,0,single,
task_multi_objects_01,True,True,1.0000,11.07,,,10x10,2,1,,0.0000,False,,,0.000,0.000,0.000,2,0,single,
task_multi_objects_02,True,True,1.0000,9.68,,,8x8,2,1,,0.0000,False,,,0.000,0.000,0.000,2,0,single,
task_multi_objects_03,True,True,1.0000,11.07,,,10x12,2,1,,0.0000,False,,,0.000,0.000,0.000,3,0,single,
task_multi_objects_04,True,True,1.0000,7.98,,,10x10,1,1,,0.0000,False,,,0.000,0.000,0.000,2,0,single,
task_multi_objects_05,True,True,1.0000,9.75,color_change|rotation,color_change,10x10,1,1,color_change,1.0000,False,color_change,,9.737,0.002,0.000,1,0,single,
task_multi_objects_06,True,False,0.9500,4.36,rotation,translate,10x10,1,1,rotation,1.0000,False,translate,,4.357,0.000,0.000,1,0,single,
task_multi_objects_07,True,True,1.0000,12.14,,,10x10,1,1,,0.0000,False,,,0.000,0.000,0.000,3,0,single,
