task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_add_border_01,True,True,1.0000,17.80,add_border|add_border,scale,8x8,2,1,add_border,1.0000,True,scale,direct_add_border,17.570,0.000,0.002,1,0,single,
task_add_border_02,True,True,1.0000,7.05,add_border|add_border,scale,9x9,2,1,add_border,1.0000,True,scale,direct_add_border,7.039,0.000,0.000,1,0,single,
task_add_border_03,True,True,1.0000,6.81,add_border|add_border,color_change,8x8,2,1,add_border,1.0000,True,color_change,direct_add_border,6.799,0.000,0.000,1,0,single,
task_add_border_04,True,True,1.0000,7.65,add_border|add_border|add_border,scale,7x8,3,1,add_border,1.0000,True,scale,direct_add_border,7.641,0.001,0.000,1,0,single,
task_add_border_05,True,False,0.8400,4.95,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,4.938,0.000,0.001,1,0,single,
task_add_border_06,True,False,0.8125,3.94,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,3.933,0.001,0.001,1,0,single,
task_add_border_07,True,False,0.0000,5.18,,UNKNOWN,10x10,1,1,,0.0000,False,UNKNOWN,,5.175,0.001,0.000,1,0,single,
task_add_border_08,True,False,0.8400,5.03,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,5.019,0.001,0.001,1,0,single,
task_add_border_09,True,False,0.8750,3.93,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,3.927,0.000,0.001,1,0,single,
task_add_border_10,True,False,0.8400,5.14,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,5.127,0.001,0.001,1,0,single,
task_blob_01,True,True,1.0000,6.47,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,6.466,0.000,0.000,1,0,single,
task_blob_02,True,True,1.0000,6.36,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,True,reflect,direct_reflect,6.343,0.001,0.001,1,0,single,
task_blob_03,True,True,1.0000,6.26,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,True,rotate,direct_rotate,6.250,0.000,0.001,1,0,single,
task_blob_04,True,True,1.0000,8.10,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,8.084,0.001,0.001,1,0,single,
task_blob_05,True,True,1.0000,4.65,translation,translate,10x10,1,1,translation,1.0000,False,translate,,4.642,0.000,0.000,1,0,single,
task_blob_06,True,True,1.0000,5.14,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,5.124,0.003,0.001,1,0,single,
task_blob_07,True,False,0.9500,4.91,rotation,rotate,10x10,1,1,rotation,1.0000,True,rotate,direct_rotate,4.902,0.000,0.001,1,0,single,
task_blob_08,True,False,0.8800,4.75,reflection,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,4.741,0.000,0.000,1,0,single,
task_blob_09,True,True,1.0000,4.93,reflection|rotation,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,4.924,0.001,0.000,1,0,single,
task_blob_10,True,True,1.0000,4.72,translation,translate,10x10,1,1,translation,1.0000,False,translate,,4.711,0.000,0.000,1,0,single,
task_color_change_01,True,True,1.0000,6.39,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.379,0.003,0.001,1,0,single,
task_color_change_02,True,True,1.0000,6.40,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,6.394,0.001,0.000,1,0,single,
task_color_change_03,True,True,1.0000,4.88,composite|color_change|rotation|composite|color_change|rotation,color_change,6x6,2,1,composite,1.0000,True,color_change,direct_composite,4.870,0.003,0.000,1,0,single,
task_color_change_04,True,True,1.0000,6.40,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.385,0.004,0.001,1,0,single,
task_color_change_05,True,False,0.8750,6.46,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.452,0.001,0.000,1,0,single,
task_color_change_06,True,True,1.0000,6.39,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.379,0.002,0.001,1,0,single,
task_color_change_07,True,False,0.9600,5.02,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,5.010,0.001,0.001,1,0,single,
task_color_change_08,True,False,0.9400,5.09,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,5.086,0.001,0.001,1,0,single,
task_color_change_09,True,False,0.9200,5.10,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,5.089,0.002,0.001,1,0,single,
task_color_change_10,True,True,1.0000,5.02,color_change,color_change,10x10,1,1,color_change,1.0000,False,color_change,,5.016,0.001,0.000,1,0,single,
task_composite_01,True,True,1.0000,6.55,composite|rotation|composite|rotation,translate,8x8,2,1,composite,1.0000,True,translate,direct_composite,6.540,0.003,0.000,1,0,single,
task_composite_02,True,True,1.0000,6.18,translation|translation,translate,8x8,2,1,translation,1.0000,False,translate,,6.169,0.001,0.000,1,0,single,
task_composite_03,True,True,1.0000,5.31,composite|rotation|composite|rotation,translate,7x7,2,1,composite,1.0000,True,translate,direct_composite,5.299,0.002,0.001,1,0,single,
task_composite_04,True,True,1.0000,8.06,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,8.053,0.000,0.000,1,0,single,
task_composite_05,True,False,0.9400,4.89,reflection,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,4.878,0.000,0.000,1,0,single,
task_composite_06,True,False,0.9800,4.84,translation|reflection|rotation,translate,10x10,1,1,translation,1.0000,True,translate,direct_translate,4.828,0.000,0.000,1,0,single,
task_composite_07,True,True,1.0000,7.90,composite|rotation,composite,10x10,1,1,composite,1.0000,True,composite,direct_composite,7.894,0.001,0.001,1,0,single,
