task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_add_border_01,True,True,1.0000,8.71,add_border|add_border,scale,8x8,2,1,add_border,1.0000,True,scale,direct_add_border,8.492,0.000,0.001,1,0,single,
task_add_border_02,True,True,1.0000,7.78,add_border|add_border,scale,9x9,2,1,add_border,1.0000,True,scale,direct_add_border,7.761,0.000,0.003,1,0,single,
task_add_border_03,True,True,1.0000,8.11,add_border|add_border,color_change,8x8,2,1,add_border,1.0000,True,color_change,direct_add_border,8.102,0.000,0.000,1,0,single,
task_add_border_04,True,True,1.0000,9.65,add_border|add_border|add_border,scale,7x8,3,1,add_border,1.0000,True,scale,direct_add_border,9.641,0.001,0.001,1,0,single,
task_add_border_05,True,False,0.8400,6.87,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,6.866,0.000,0.000,1,0,single,
task_add_border_06,True,False,0.8125,5.74,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,5.730,0.000,0.001,1,0,single,
task_add_border_07,True,False,0.0000,6.33,,UNKNOWN,10x10,1,1,,0.0000,False,UNKNOWN,,6.315,0.002,0.000,1,0,single,
task_add_border_08,True,False,0.8400,6.82,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,6.799,0.001,0.000,1,0,single,
task_add_border_09,True,False,0.8750,5.88,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,5.856,0.001,0.000,1,0,single,
task_add_border_10,True,False,0.8400,6.88,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,6.872,0.000,0.000,1,0,single,
task_blob_01,True,True,1.0000,8.50,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,8.492,0.000,0.000,1,0,single,
task_blob_02,True,True,1.0000,8.23,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,True,reflect,direct_reflect,8.227,0.000,0.000,1,0,single,
task_blob_03,True,True,1.0000,8.32,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,True,rotate,direct_rotate,8.312,0.000,0.000,1,0,single,
task_blob_04,True,True,1.0000,10.12,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,10.118,0.001,0.000,1,0,single,
task_blob_05,True,True,1.0000,6.78,translation,translate,10x10,1,1,translation,1.0000,False,translate,,6.773,0.000,0.000,1,0,single,
