task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_add_border_01,True,True,1.0000,16.77,add_border|add_border,scale,8x8,2,1,add_border,1.0000,True,scale,direct_add_border,16.753,0.001,0.001,1,0,single,
task_add_border_02,True,True,1.0000,6.91,add_border|add_border,scale,9x9,2,1,add_border,1.0000,True,scale,direct_add_border,6.902,0.001,0.000,1,0,single,
task_add_border_03,True,True,1.0000,6.70,add_border|add_border,color_change,8x8,2,1,add_border,1.0000,True,color_change,direct_add_border,6.692,0.001,0.000,1,0,single,
task_add_border_04,True,True,1.0000,7.85,add_border|add_border|add_border,scale,7x8,3,1,add_border,1.0000,True,scale,direct_add_border,7.842,0.000,0.000,1,0,single,
task_add_border_05,True,False,0.8400,5.22,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,5.208,0.001,0.002,1,0,single,
task_add_border_06,True,False,0.8125,4.23,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,4.229,0.000,0.000,1,0,single,
task_add_border_07,True,False,0.7900,9.40,,add_border,10x10,1,1,,0.0000,False,add_border,,9.389,0.002,0.000,1,0,single,
task_add_border_08,True,False,0.8400,5.20,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,5.194,0.000,0.001,1,0,single,
task_add_border_09,True,False,0.8750,4.22,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,4.212,0.001,0.000,1,0,single,
task_add_border_10,True,False,0.8400,5.22,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,5.209,0.000,0.000,1,0,single,
task_blob_01,True,True,1.0000,6.67,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,6.659,0.000,0.000,1,0,single,
task_blob_02,True,True,1.0000,6.52,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,True,reflect,direct_reflect,6.111,0.000,0.001,1,0,single,
task_blob_03,True,True,1.0000,6.05,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,True,rotate,direct_rotate,6.026,0.003,0.001,1,0,single,
task_blob_04,True,True,1.0000,7.80,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,7.786,0.001,0.000,1,0,single,
task_blob_05,True,True,1.0000,4.70,translation,translate,10x10,1,1,translation,1.0000,False,translate,,4.677,0.001,0.000,1,0,single,
task_blob_06,True,True,1.0000,7.77,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,7.709,0.008,0.001,1,0,single,
task_blob_07,True,False,0.9500,6.48,rotation,rotate,10x10,1,1,rotation,1.0000,True,rotate,direct_rotate,6.456,0.000,0.003,1,0,single,
task_blob_08,True,False,0.8800,4.87,reflection,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,4.847,0.000,0.000,1,0,single,
task_blob_09,True,True,1.0000,4.84,reflection|rotation,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,4.829,0.001,0.000,1,0,single,
task_blob_10,True,True,1.0000,4.77,translation,translate,10x10,1,1,translation,1.0000,False,translate,,4.765,0.001,0.000,1,0,single,
task_color_change_01,True,True,1.0000,6.47,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.450,0.007,0.000,1,0,single,
task_color_change_02,True,True,1.0000,6.50,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,6.478,0.001,0.000,1,0,single,
task_color_change_03,True,True,1.0000,5.02,composite|color_change|rotation|composite|color_change|rotation,color_change,6x6,2,1,composite,1.0000,True,color_change,direct_composite,5.001,0.005,0.000,1,0,single,
task_color_change_04,True,True,1.0000,6.45,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.433,0.008,0.000,1,0,single,
task_color_change_05,True,False,0.8750,6.47,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.453,0.004,0.002,1,0,single,
