task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_add_border_01,True,True,1.0000,13.32,add_border|add_border,scale,8x8,2,1,add_border,1.0000,True,scale,direct_add_border,13.102,0.000,0.002,1,0,single,
task_add_border_02,True,True,1.0000,5.73,add_border|add_border,scale,9x9,2,1,add_border,1.0000,True,scale,direct_add_border,5.714,0.001,0.000,1,0,single,
task_add_border_03,True,True,1.0000,5.25,add_border|add_border,color_change,8x8,2,1,add_border,1.0000,True,color_change,direct_add_border,5.245,0.001,0.001,1,0,single,
task_add_border_04,True,True,1.0000,6.33,add_border|add_border|add_border,scale,7x8,3,1,add_border,1.0000,True,scale,direct_add_border,6.318,0.001,0.001,1,0,single,
task_blob_01,True,True,1.0000,5.22,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,5.211,0.000,0.000,1,0,single,
task_blob_02,True,True,1.0000,5.08,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,False,reflect,,5.072,0.001,0.001,1,0,single,
task_blob_03,True,True,1.0000,5.17,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,False,rotate,,5.159,0.000,0.000,1,0,single,
task_blob_04,True,True,1.0000,6.64,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,6.635,0.000,0.000,1,0,single,
task_color_change_01,True,False,0.9375,5.15,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.144,0.002,0.001,1,0,single,
task_color_change_02,True,True,1.0000,5.16,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,5.153,0.001,0.000,1,0,single,
task_color_change_03,True,False,0.8333,3.93,composite|color_change|rotation|composite|color_change|rotation,color_change,6x6,2,1,composite,1.0000,True,color_change,direct_composite,3.922,0.002,0.000,1,0,single,
task_color_change_04,True,False,0.9219,5.21,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.200,0.001,0.000,1,0,single,
task_color_change_05,True,False,0.8125,5.17,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.162,0.001,0.000,1,0,single,
task_color_change_06,True,False,0.9375,5.14,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.133,0.001,0.000,1,0,single,
task_composite_01,True,True,1.0000,5.07,composite|rotation|composite|rotation,translate,8x8,2,1,composite,1.0000,True,translate,direct_composite,5.056,0.001,0.000,1,0,single,
task_composite_02,True,True,1.0000,5.05,translation|translation,translate,8x8,2,1,translation,1.0000,False,translate,,5.048,0.000,0.000,1,0,single,
task_composite_03,True,True,1.0000,4.37,composite|rotation|composite|rotation,translate,7x7,2,1,composite,1.0000,True,translate,direct_composite,4.366,0.001,0.000,1,0,single,
task_composite_04,True,True,1.0000,6.64,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,6.632,0.000,0.000,1,0,single,
task_draw_line_01,True,True,1.0000,5.15,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.138,0.000,0.000,1,0,single,
task_draw_line_02,True,True,1.0000,5.11,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.105,0.000,0.000,1,0,single,
task_draw_line_03,True,True,1.0000,5.67,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.659,0.000,0.000,1,0,single,
task_draw_line_04,True,True,1.0000,5.67,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.661,0.000,0.000,1,0,single,
task_draw_line_05,True,True,1.0000,10.92,draw_line|draw_line|draw_line,draw_line,10x10,3,1,draw_line,1.0000,False,draw_line,,10.913,0.000,0.000,1,0,single,
task_flood_fill_01,True,True,1.0000,5.40,flood_fill|flood_fill,flood_fill,8x6,2,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,5.395,0.001,0.000,1,0,single,
task_flood_fill_02,True,True,1.0000,4.28,flood_fill|flood_fill,flood_fill,7x8,2,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,4.270,0.001,0.000,1,0,single,
task_flood_fill_03,True,True,1.0000,4.83,flood_fill|flood_fill,flood_fill,4x10,2,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,4.820,0.001,0.000,2,0,single,
task_flood_fill_04,True,True,1.0000,4.15,flood_fill|flood_fill,flood_fill,5x6,2,1,flood_fill,1.0000,True,flood_fill,direct_flood_fill,4.140,0.001,0.000,1,0,single,
task_multi_objects_01,True,True,1.0000,12.00,,,10x10,2,1,,0.0000,False,,,0.000,0.000,0.000,2,0,single,
task_multi_objects_02,True,True,1.0000,22.07,,,8x8,2,1,,0.0000,False,,,0.000,0.000,0.000,2,0,single,
task_multi_objects_03,True,True,1.0000,16.24,,,10x12,2,1,,0.0000,False,,,0.000,0.000,0.000,3,0,single,
