task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_add_border_01,True,True,1.0000,7.01,add_border|add_border,scale,8x8,2,1,add_border,1.0000,True,scale,direct_add_border,6.794,0.000,0.001,1,0,single,
task_add_border_02,True,True,1.0000,5.72,add_border|add_border,scale,9x9,2,1,add_border,1.0000,True,scale,direct_add_border,5.712,0.000,0.001,1,0,single,
task_add_border_03,True,True,1.0000,5.45,add_border|add_border,color_change,8x8,2,1,add_border,1.0000,True,color_change,direct_add_border,5.437,0.000,0.001,1,0,single,
task_add_border_04,True,True,1.0000,6.31,add_border|add_border|add_border,scale,7x8,3,1,add_border,1.0000,True,scale,direct_add_border,6.302,0.000,0.000,1,0,single,
task_add_border_05,True,False,0.8400,4.01,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,3.997,0.001,0.004,1,0,single,
task_add_border_06,True,False,0.8125,3.24,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,3.229,0.001,0.000,1,0,single,
task_add_border_07,True,False,0.0000,4.24,,add_border,10x10,1,1,,0.0000,False,add_border,,4.231,0.002,0.000,1,0,single,
task_add_border_08,True,False,0.8400,4.03,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,4.022,0.000,0.000,1,0,single,
task_add_border_09,True,False,0.8750,3.25,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,3.251,0.000,0.000,1,0,single,
task_add_border_10,True,False,0.8400,4.01,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,4.007,0.000,0.001,1,0,single,
task_blob_01,True,True,1.0000,5.20,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,5.194,0.001,0.000,1,0,single,
task_blob_02,True,True,1.0000,5.21,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,True,reflect,direct_reflect,5.207,0.001,0.000,1,0,single,
task_blob_03,True,True,1.0000,5.12,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,True,rotate,direct_rotate,5.115,0.000,0.000,1,0,single,
task_blob_04,True,True,1.0000,6.67,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,6.663,0.001,0.000,1,0,single,
task_blob_05,True,True,1.0000,3.90,translation,translate,10x10,1,1,translation,1.0000,False,translate,,3.888,0.001,0.000,1,0,single,
task_blob_06,True,True,1.0000,3.94,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,3.933,0.002,0.000,1,0,single,
task_blob_07,True,False,0.9500,4.09,rotation,rotate,10x10,1,1,rotation,1.0000,True,rotate,direct_rotate,4.079,0.000,0.001,1,0,single,
task_blob_08,True,False,0.8800,4.03,reflection,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,4.029,0.000,0.000,1,0,single,
task_blob_09,True,True,1.0000,3.99,reflection|rotation,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,3.982,0.001,0.000,1,0,single,
task_blob_10,True,True,1.0000,3.84,translation,translate,10x10,1,1,translation,1.0000,False,translate,,3.837,0.000,0.000,1,0,single,
task_color_change_01,True,True,1.0000,5.12,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.115,0.001,0.000,1,0,single,
task_color_change_02,True,True,1.0000,5.16,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,5.151,0.000,0.001,1,0,single,
task_color_change_03,True,True,1.0000,3.93,composite|color_change|rotation|composite|color_change|rotation,color_change,6x6,2,1,composite,1.0000,True,color_change,direct_composite,3.918,0.003,0.000,1,0,single,
task_color_change_04,True,True,1.0000,5.14,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.137,0.001,0.000,1,0,single,
task_color_change_05,True,False,0.8750,5.13,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.121,0.001,0.000,1,0,single,
task_color_change_06,True,True,1.0000,5.16,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.150,0.003,0.001,1,0,single,
task_color_change_07,True,False,0.9600,4.44,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,4.429,0.001,0.000,1,0,single,
task_color_change_08,True,False,0.9400,3.98,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,3.969,0.002,0.000,1,0,single,
task_color_change_09,True,False,0.9200,4.03,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,4.017,0.003,0.000,1,0,single,
