task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_add_border_01,True,True,1.0000,19.53,add_border|add_border,scale,8x8,2,1,add_border,1.0000,True,scale,direct_add_border,19.073,0.000,0.004,1,0,single,
task_add_border_02,True,True,1.0000,7.13,add_border|add_border,scale,9x9,2,1,add_border,1.0000,True,scale,direct_add_border,7.116,0.001,0.000,1,0,single,
task_add_border_03,True,True,1.0000,6.74,add_border|add_border,color_change,8x8,2,1,add_border,1.0000,True,color_change,direct_add_border,6.732,0.001,0.001,1,0,single,
task_add_border_04,True,True,1.0000,7.72,add_border|add_border|add_border,scale,7x8,3,1,add_border,1.0000,True,scale,direct_add_border,7.705,0.001,0.000,1,0,single,
task_add_border_05,True,False,0.8400,5.28,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,5.274,0.000,0.001,1,0,single,
task_add_border_06,True,False,0.8125,4.17,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,4.167,0.000,0.000,1,0,single,
task_add_border_07,True,False,0.0000,8.80,,UNKNOWN,10x10,1,1,,0.0000,False,UNKNOWN,,8.791,0.001,0.000,1,0,single,
task_add_border_08,True,False,0.8400,5.38,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,5.370,0.001,0.001,1,0,single,
task_add_border_09,True,False,0.8750,4.12,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,4.113,0.001,0.002,1,0,single,
task_add_border_10,True,False,0.8400,5.25,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,5.244,0.001,0.001,1,0,single,
task_blob_01,True,True,1.0000,6.65,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,6.648,0.001,0.000,1,0,single,
task_blob_02,True,True,1.0000,6.59,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,True,reflect,direct_reflect,6.581,0.000,0.000,1,0,single,
task_blob_03,True,True,1.0000,6.54,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,True,rotate,direct_rotate,6.534,0.000,0.000,1,0,single,
