task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_add_border_01,True,True,1.0000,10.18,add_border|add_border,scale,8x8,2,1,add_border,1.0000,True,scale,direct_add_border,9.760,0.000,0.001,1,0,single,
task_add_border_02,True,True,1.0000,7.09,add_border|add_border,scale,9x9,2,1,add_border,1.0000,True,scale,direct_add_border,7.076,0.001,0.001,1,0,single,
task_add_border_03,True,True,1.0000,6.84,add_border|add_border,color_change,8x8,2,1,add_border,1.0000,True,color_change,direct_add_border,6.839,0.000,0.000,1,0,single,
task_add_border_04,True,True,1.0000,8.38,add_border|add_border|add_border,scale,7x8,3,1,add_border,1.0000,True,scale,direct_add_border,8.376,0.000,0.000,1,0,single,
task_add_border_05,True,False,0.8400,5.04,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,4.927,0.001,0.001,1,0,single,
task_add_border_06,True,False,0.8125,3.95,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,3.941,0.000,0.001,1,0,single,
task_add_border_07,True,False,0.0000,5.15,,unknown,10x10,1,1,,0.0000,False,unknown,,5.140,0.001,0.000,1,0,single,
task_add_border_08,True,False,0.8400,5.13,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,5.125,0.000,0.002,1,0,single,
task_add_border_09,True,False,0.8750,3.96,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,3.951,0.000,0.000,1,0,single,
task_add_border_10,True,False,0.8400,5.17,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,5.162,0.000,0.001,1,0,single,
task_blob_01,True,True,1.0000,6.66,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,6.654,0.000,0.000,1,0,single,
task_blob_02,True,True,1.0000,6.43,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,True,reflect,direct_reflect,6.419,0.001,0.001,1,0,single,
task_blob_03,True,True,1.0000,6.37,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,True,rotate,direct_rotate,6.362,0.000,0.000,1,0,single,
task_blob_04,True,True,1.0000,8.09,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,8.084,0.000,0.000,1,0,single,
task_blob_05,True,True,1.0000,4.69,translation,translate,10x10,1,1,translation,1.0000,False,translate,,4.679,0.001,0.000,1,0,single,
task_blob_06,True,True,1.0000,5.08,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,5.072,0.001,0.000,1,0,single,
task_blob_07,True,True,1.0000,5.10,rotation,rotate,10x10,1,1,rotation,1.0000,True,rotate,direct_rotate,5.088,0.001,0.001,1,0,single,
task_blob_08,True,False,0.8800,5.83,reflection,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,5.659,0.001,0.001,1,0,single,
task_blob_09,True,True,1.0000,4.95,reflection|rotation,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,4.946,0.000,0.001,1,0,single,
task_blob_10,True,True,1.0000,4.74,translation,translate,10x10,1,1,translation,1.0000,False,translate,,4.735,0.000,0.000,1,0,single,
task_color_change_01,True,True,1.0000,6.54,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.526,0.005,0.000,1,0,single,
task_color_change_02,True,True,1.0000,6.51,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,6.504,0.000,0.001,1,0,single,
task_color_change_03,True,True,1.0000,4.92,composite|color_change|rotation|composite|color_change|rotation,color_change,6x6,2,1,composite,1.0000,True,color_change,direct_composite,4.915,0.001,0.000,1,0,single,
