task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_add_border_01,True,True,1.0000,14.06,add_border|add_border,scale,8x8,2,1,add_border,1.0000,True,scale,direct_add_border,13.842,0.000,0.006,1,0,single,
task_add_border_02,True,True,1.0000,5.84,add_border|add_border,scale,9x9,2,1,add_border,1.0000,True,scale,direct_add_border,5.827,0.001,0.000,1,0,single,
task_add_border_03,True,True,1.0000,5.37,add_border|add_border,color_change,8x8,2,1,add_border,1.0000,True,color_change,direct_add_border,5.359,0.001,0.000,1,0,single,
task_add_border_04,True,True,1.0000,7.36,add_border|add_border|add_border,scale,7x8,3,1,add_border,1.0000,True,scale,direct_add_border,7.351,0.001,0.000,1,0,single,
task_add_border_05,True,False,0.8400,4.01,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,4.001,0.000,0.002,1,0,single,
task_add_border_06,True,False,0.8125,3.34,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,3.331,0.001,0.001,1,0,single,
task_add_border_07,True,False,0.0000,5.81,,add_border,10x10,1,1,,0.0000,False,add_border,,5.802,0.001,0.000,1,0,single,
task_add_border_08,True,False,0.8400,4.00,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,3.992,0.001,0.000,1,0,single,
task_add_border_09,True,False,0.8750,3.24,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,3.233,0.000,0.000,1,0,single,
task_add_border_10,True,False,0.8400,4.06,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,4.058,0.000,0.000,1,0,single,
task_blob_01,True,True,1.0000,5.18,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,5.176,0.001,0.000,1,0,single,
task_blob_02,True,True,1.0000,5.15,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,True,reflect,direct_reflect,5.138,0.001,0.001,1,0,single,
task_blob_03,True,True,1.0000,5.14,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,True,rotate,direct_rotate,5.129,0.001,0.001,1,0,single,
task_blob_04,True,True,1.0000,6.75,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,6.739,0.001,0.000,1,0,single,
task_blob_05,True,True,1.0000,3.95,translation,translate,10x10,1,1,translation,1.0000,False,translate,,3.942,0.000,0.000,1,0,single,
task_blob_06,True,True,1.0000,4.04,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,4.037,0.001,0.000,1,0,single,
task_blob_07,True,False,0.9500,4.00,rotation,rotate,10x10,1,1,rotation,1.0000,True,rotate,direct_rotate,3.994,0.000,0.001,1,0,single,
task_blob_08,True,False,0.8800,4.15,reflection,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,4.145,0.000,0.000,1,0,single,
task_blob_09,True,True,1.0000,4.15,reflection|rotation,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,4.141,0.000,0.000,1,0,single,
task_blob_10,True,True,1.0000,3.84,translation,translate,10x10,1,1,translation,1.0000,False,translate,,3.837,0.001,0.000,1,0,single,
task_color_change_01,True,True,1.0000,5.23,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.220,0.001,0.001,1,0,single,
task_color_change_02,True,True,1.0000,5.19,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,5.184,0.001,0.001,1,0,single,
task_color_change_03,True,True,1.0000,3.90,composite|color_change|rotation|composite|color_change|rotation,color_change,6x6,2,1,composite,1.0000,True,color_change,direct_composite,3.888,0.001,0.000,1,0,single,
task_color_change_04,True,True,1.0000,5.14,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.126,0.004,0.001,1,0,single,
task_color_change_05,True,False,0.8750,5.13,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.124,0.002,0.000,1,0,single,
task_color_change_06,True,True,1.0000,5.12,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,5.116,0.001,0.001,1,0,single,
task_color_change_07,True,False,0.9600,3.90,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,3.895,0.001,0.000,1,0,single,
task_color_change_08,True,False,0.9400,3.88,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,3.880,0.001,0.000,1,0,single,
task_color_change_09,True,False,0.9200,4.02,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,4.013,0.002,0.001,1,0,single,
task_color_change_10,True,True,1.0000,3.91,color_change,color_change,10x10,1,1,color_change,1.0000,False,color_change,,3.906,0.001,0.000,1,0,single,
task_composite_01,True,True,1.0000,5.04,composite|rotation|composite|rotation,translate,8x8,2,1,composite,1.0000,True,translate,direct_composite,5.030,0.003,0.000,1,0,single,
task_composite_02,True,True,1.0000,5.04,translation|translation,translate,8x8,2,1,translation,1.0000,False,translate,,5.030,0.001,0.000,1,0,single,
task_composite_03,True,True,1.0000,4.38,composite|rotation|composite|rotation,translate,7x7,2,1,composite,1.0000,True,translate,direct_composite,4.371,0.001,0.000,1,0,single,
task_composite_04,True,True,1.0000,6.72,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,6.702,0.001,0.000,1,0,single,
task_composite_05,True,False,0.9400,4.10,reflection,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,4.090,0.000,0.000,1,0,single,
task_composite_06,True,False,0.9800,3.83,translation|reflection|rotation,translate,10x10,1,1,translation,1.0000,True,translate,direct_translate,3.825,0.000,0.000,1,0,single,
task_composite_07,True,True,1.0000,6.25,composite|rotation,composite,10x10,1,1,composite,1.0000,True,composite,direct_composite,6.238,0.001,0.001,1,0,single,
task_composite_08,True,False,0.9800,3.86,translation|reflection|rotation,translate,10x10,1,1,translation,1.0000,True,translate,direct_translate,3.849,0.001,0.000,1,0,single,
task_composite_09,True,False,0.9600,4.02,translation|reflection|rotation,translate,10x10,1,1,translation,1.0000,True,translate,direct_translate,4.013,0.000,0.001,1,0,single,
task_composite_10,True,True,1.0000,6.43,composite,composite,10x10,1,1,composite,1.0000,True,composite,direct_composite,6.423,0.001,0.000,1,0,single,
task_draw_line_01,True,True,1.0000,5.12,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.118,0.000,0.000,1,0,single,
task_draw_line_02,True,True,1.0000,5.14,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.127,0.000,0.000,1,0,single,
task_draw_line_03,True,True,1.0000,5.67,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,5.665,0.000,0.000,1,0,single,
