task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_add_border,True,True,1.0000,6.64,add_border|add_border|add_border,color_change,7x8,3,1,add_border,1.0000,True,color_change,direct_add_border,6.397,0.000,0.001,1,0,single,
task_blob_color_change,True,True,1.0000,4.98,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,4.970,0.001,0.000,1,0,single,
task_blob_reflection,True,True,1.0000,4.93,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,False,reflect,,4.925,0.000,0.003,1,0,single,
task_blob_rotation,True,True,1.0000,4.94,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,False,rotate,,4.927,0.001,0.001,1,0,single,
task_blob_translation,True,True,1.0000,6.42,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,6.408,0.001,0.003,1,0,single,
task_challenge_multi_transform,True,True,1.0000,13.59,,,10x12,2,1,,0.0000,False,,,0.000,0.000,0.000,3,0,single,
task_color_change,True,False,0.9375,7.93,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,7.928,0.002,0.000,1,0,single,
task_composite_rotate_translate,True,True,1.0000,4.25,composite|rotation|composite|rotation,translate,7x7,2,1,composite,1.0000,True,translate,direct_composite,4.240,0.002,0.001,1,0,single,
task_draw_line,True,True,1.0000,9.70,draw_line|draw_line|draw_line,draw_line,10x10,3,1,draw_line,1.0000,False,draw_line,,9.695,0.000,0.000,1,0,single,
task_l_shape,True,True,1.0000,6.42,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,6.413,0.001,0.000,1,0,single,
task_multi_objects,True,True,1.0000,9.65,,,8x8,2,1,,0.0000,False,,,0.000,0.000,0.000,2,0,single,
task_multi_objects_same_transform,True,True,1.0000,9.87,,,10x10,2,1,,0.0000,False,,,0.000,0.000,0.000,2,0,single,
task_pattern_tile,True,True,1.0000,8.08,tiling|tiling,tile,2x2,2,1,tiling,1.0000,False,tile,,8.079,0.000,0.000,1,0,single,
task_pattern_tile_3x3,True,True,1.0000,9.00,tiling|tiling,tile,3x3,2,1,tiling,1.0000,False,tile,,8.996,0.000,0.000,2,0,single,
task_reflection,True,False,0.6667,3.91,reflection|reflection,reflect,6x6,2,1,reflection,1.0000,False,reflect,,3.900,0.000,0.000,1,0,single,
task_rotation_90,True,True,1.0000,4.25,composite|rotation|rotation,translate,7x7,2,1,composite,1.0000,True,translate,direct_composite,4.244,0.001,0.001,1,0,single,
