task_id,success,is_correct,accuracy,execution_time,transformations,action_used,grid_size,train_examples,test_examples,primary_transformation,transformation_confidence,was_fallback_used,llm_proposed_action,fallback_reason,llm_time,detection_time,action_time,num_colors,num_objects,mode,error
task_add_border_01,True,True,1.0000,9.11,add_border|add_border,scale,8x8,2,1,add_border,1.0000,True,scale,direct_add_border,8.885,0.000,0.001,1,0,single,
task_add_border_02,True,True,1.0000,7.07,add_border|add_border,scale,9x9,2,1,add_border,1.0000,True,scale,direct_add_border,7.057,0.000,0.001,1,0,single,
task_add_border_03,True,True,1.0000,6.72,add_border|add_border,color_change,8x8,2,1,add_border,1.0000,True,color_change,direct_add_border,6.716,0.000,0.000,1,0,single,
task_add_border_04,True,True,1.0000,7.56,add_border|add_border|add_border,scale,7x8,3,1,add_border,1.0000,True,scale,direct_add_border,7.550,0.000,0.000,1,0,single,
task_add_border_05,True,False,0.8400,4.88,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,4.868,0.000,0.001,1,0,single,
task_add_border_06,True,False,0.8125,4.02,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,4.008,0.000,0.001,1,0,single,
task_add_border_07,True,False,0.0000,5.55,,unknown,10x10,1,1,,0.0000,False,unknown,,5.541,0.001,0.000,1,0,single,
task_add_border_08,True,False,0.8400,5.04,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,5.029,0.001,0.001,1,0,single,
task_add_border_09,True,False,0.8750,3.94,rotation,reflect,8x8,1,1,rotation,1.0000,True,reflect,direct_rotate,3.932,0.001,0.001,1,0,single,
task_add_border_10,True,False,0.8400,5.03,rotation,reflect,10x10,1,1,rotation,1.0000,True,reflect,direct_rotate,5.016,0.001,0.001,1,0,single,
task_blob_01,True,True,1.0000,6.38,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,6.373,0.001,0.000,1,0,single,
task_blob_02,True,True,1.0000,6.30,reflection|rotation|reflection|rotation,reflect,8x8,2,1,reflection,1.0000,True,reflect,direct_reflect,6.296,0.000,0.001,1,0,single,
task_blob_03,True,True,1.0000,6.35,rotation|rotation,rotate,8x8,2,1,rotation,1.0000,True,rotate,direct_rotate,6.334,0.001,0.001,1,0,single,
task_blob_04,True,True,1.0000,8.06,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,8.048,0.001,0.000,1,0,single,
task_blob_05,True,True,1.0000,4.63,translation,translate,10x10,1,1,translation,1.0000,False,translate,,4.625,0.001,0.000,1,0,single,
task_blob_06,True,True,1.0000,5.10,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,5.087,0.002,0.001,1,0,single,
task_blob_07,True,True,1.0000,4.97,rotation,rotate,10x10,1,1,rotation,1.0000,True,rotate,direct_rotate,4.963,0.000,0.001,1,0,single,
task_blob_08,True,False,0.8800,4.73,reflection,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,4.717,0.000,0.001,1,0,single,
task_blob_09,True,True,1.0000,4.93,reflection|rotation,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,4.926,0.000,0.000,1,0,single,
task_blob_10,True,True,1.0000,4.72,translation,translate,10x10,1,1,translation,1.0000,False,translate,,4.714,0.000,0.000,1,0,single,
task_color_change_01,True,True,1.0000,6.40,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.382,0.004,0.001,1,0,single,
task_color_change_02,True,True,1.0000,6.44,color_change|color_change,color_change,8x8,2,1,color_change,1.0000,False,color_change,,6.431,0.001,0.000,1,0,single,
task_color_change_03,True,True,1.0000,5.14,composite|color_change|rotation|composite|color_change|rotation,color_change,6x6,2,1,composite,1.0000,True,color_change,direct_composite,5.124,0.003,0.005,1,0,single,
task_color_change_04,True,True,1.0000,6.70,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.686,0.002,0.001,1,0,single,
task_color_change_05,True,False,0.8750,6.51,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.504,0.002,0.000,1,0,single,
task_color_change_06,True,True,1.0000,6.52,composite|color_change|rotation|composite|color_change|rotation,color_change,8x8,2,1,composite,1.0000,True,color_change,direct_composite,6.509,0.003,0.000,1,0,single,
task_color_change_07,True,False,0.9600,5.03,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,5.024,0.001,0.000,1,0,single,
task_color_change_08,True,False,0.9400,5.24,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,5.234,0.001,0.000,1,0,single,
task_color_change_09,True,False,0.9200,5.15,composite|color_change|rotation,color_change,10x10,1,1,composite,1.0000,True,color_change,direct_composite,5.149,0.001,0.000,1,0,single,
task_color_change_10,True,True,1.0000,5.08,color_change,color_change,10x10,1,1,color_change,1.0000,False,color_change,,5.070,0.000,0.000,1,0,single,
task_composite_01,True,True,1.0000,6.19,composite|rotation|composite|rotation,translate,8x8,2,1,composite,1.0000,True,translate,direct_composite,6.180,0.001,0.001,1,0,single,
task_composite_02,True,True,1.0000,6.18,translation|translation,translate,8x8,2,1,translation,1.0000,False,translate,,6.170,0.001,0.001,1,0,single,
task_composite_03,True,True,1.0000,5.37,composite|rotation|composite|rotation,translate,7x7,2,1,composite,1.0000,True,translate,direct_composite,5.364,0.001,0.000,1,0,single,
task_composite_04,True,True,1.0000,8.26,translation|translation,translate,10x10,2,1,translation,1.0000,False,translate,,8.251,0.000,0.000,1,0,single,
task_composite_05,True,False,0.9400,5.23,reflection,reflect,10x10,1,1,reflection,1.0000,True,reflect,direct_reflect,5.221,0.000,0.001,1,0,single,
task_composite_06,True,False,0.9800,4.89,translation|reflection|rotation,translate,10x10,1,1,translation,1.0000,True,translate,direct_translate,4.882,0.000,0.000,1,0,single,
task_composite_07,True,True,1.0000,8.15,composite|rotation,composite,10x10,1,1,composite,1.0000,True,composite,direct_composite,8.145,0.001,0.000,1,0,single,
task_composite_08,True,False,0.9800,4.91,translation|reflection|rotation,translate,10x10,1,1,translation,1.0000,True,translate,direct_translate,4.903,0.000,0.000,1,0,single,
task_composite_09,True,False,0.9600,4.76,translation|reflection|rotation,translate,10x10,1,1,translation,1.0000,True,translate,direct_translate,4.759,0.000,0.000,1,0,single,
task_composite_10,True,True,1.0000,7.77,composite,composite,10x10,1,1,composite,1.0000,True,composite,direct_composite,7.764,0.001,0.001,1,0,single,
task_draw_line_01,True,True,1.0000,7.19,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,7.181,0.000,0.000,1,0,single,
task_draw_line_02,True,True,1.0000,6.27,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,6.267,0.000,0.001,1,0,single,
task_draw_line_03,True,True,1.0000,7.04,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,7.033,0.000,0.001,1,0,single,
task_draw_line_04,True,True,1.0000,6.96,draw_line|draw_line,draw_line,8x8,2,1,draw_line,1.0000,False,draw_line,,6.951,0.000,0.001,1,0,single,
task_draw_line_05,True,True,1.0000,11.65,draw_line|draw_line|draw_line,draw_line,10x10,3,1,draw_line,1.0000,False,draw_line,,11.641,0.000,0.000,1,0,single,
